AddressQualifier,ID,UnitDesc,XCoordinate,YCoordinate,ZCoordinate,_ERRORS_
,JN1317,,NaN,NaN,,"CDBProvider:Commit Error attempting to roll back, This SqlTransaction has completed; it is no longer usable."
